Account,Balance
0x6aa40438d4e5112a2efed4aa2e2294cb28591f86,101.983998
0x03b4357e0fa293e1dbab19d8b9b3e056d7b6547a,101.304008
0xc17b32ec5b1e02231a41abdb38d476f20fa00d41,101.298297
0x79cbecca332a422f7914d8dce23f5f859b782897,101.296096
0xfe5428e46616c5c833add93b5a7f743bddddaf44,101.119204
0x5b926bc7737369d6445dd50f03f870eb9cc901be,101.092032
0x2cdd1f4ec0bf998eb8caeef79723ad5b39d90fae,100.753021
0xaca27659bd816f96ce17608d19c1d86f4351eafc,100.718444
0x43930ff04d18a5b59805151c1eb403c55870641e,100.590986
0x43232fd3ad0afb57c102115445b9611867472938,100.523252
0x3563b50869eadb22ef2952f15df0177bbd17f08b,100.438266
0x464c3b0d383c66b43d8e01975bd9b567302482cb,100.425657
0xb4697b4c51bd29ee9919f90af229768672b05e10,100.331267
0x9fc24e3439b6e73888af81044cfdb70f659cf6e1,100.291751
0x6a579b10ff58a191a2c45adca626038257a492c1,100.087303
0x89e98d24a29f9ecef949c69e955b70b127e9f4ac,99.840072
0x7ba080516dbabe9fafc1f7f548f60d27e6932c48,99.643331
0x4301d7ee6dda76302006a3e212c1d6463d6ebc55,99.550720
0x13bf2466248be76a41627ef6ccbe3cf077eb7df9,99.550687
0xcbc6e465093d4a087df5574477360f4a76a8e6f8,99.550653
0x8648f7b9e4f242b435da24b284bb76eff0d27d0f,99.550622
0xf157fa319a62d5146140e90cf15528d811b88494,99.550457
0x81a4e34c364f0d181360b1e48d477661174cde47,99.550409
0xf732df7f115966c1e4646422f035cb232f37171a,99.540945
0x3e08b45ffa612d039f92d81255816453aa6a116b,99.540765
0x6ff8daabc803e176ba1a0bd50e4f2845cd84664b,99.537545
0xc47acc1997e6a8e2a820a1bbb1e055a109103f4c,99.531343
0x341d2d099d0ad1986ce5e549a1a15631163877d6,99.470019
0x34c1b51571742e2b17ead73c08aee87f1c014a72,99.453132
0x201a11b4b43aa75f3a391a2ecc7a39bfb5cc9c08,99.433366
0x515eb3a62d22bb160e952b68b02bdb6bd2ba39b4,99.417843
0xac495ea31d2002ac8fed73dfe98cffc04b9e82dc,99.404721
0x882ae064b136eb4f6f0095b07b87257806c80bab,99.402827
0x3444660f13cfe85be0e5ea5d2ea75d5cb1bb7c27,99.318671
0xfdab3be33284ef68442f55535ffc0b1fcbad2b62,99.313006
0x7ff75ab8543d44c86082920a6589d23ee9f703fb,99.273181
0x263c0861b3b4ae6d49781fd99f8a99dea96add13,99.269692
0x726f511a4dcc1b78537498f5e2798180531d57e5,99.268715
0x6a9efe39e7fb791362f50df4b6b797117dcaae37,99.174599
0x2e63408532bbc4fc3ca4745fb6c860c025702991,99.172616
0x1653391e66622630b3610e28ebcd6358d38eda2f,99.171991
0x9f2e8e8d2a229f69999de68d4f0adfc72303fba9,99.171756
0x1286bab79a84e3d9b32f14d3268d6c614944ce4b,99.170435
0xc3818aa0c4f80f29e41fc51b2ebe0592677562ba,99.170197
0x5cdb7f3d5b5c74850b412192bf151e0195ed317c,99.169208
0x521787c131f2fdd475b5bdec471037e036b01c4d,99.168841
0x5b4d577524a4494d5947702db50f8dc4587dd298,99.167655
0xea6d112e90d98c966cdf5a643538b9e2a377abdc,99.167386
0x8cd73ae218d2e21cc2d8a2e77ddc5fb2dfcc7e4a,99.134114
0x10e62965b28f898cd5ae09a8640ba0ee147f6ff1,99.062746
0xf95f431c8595408891ca137d9d3178950059033c,99.011927
0x0000000000000000000000000000000000000000,99.000000
0x95c77450f9fae1f40f2fbcca989c4ea7e38939eb,98.978883
0x7726d6c103f7f3be5460d11b60a38e99c5809cf3,98.602365
0x7818a80f6f2ba88e33ae5afe59c67bb77190161d,98.593442
0x67c3bd79dce8add93958840bbec7615a88f4d321,98.593114
0x6499a66118c4da1acf4c8cc62c8838449506c930,98.583725
0x3472c72d476c24b2545d93a78d7501352fe09b91,98.579274
0x5f56e342b1a9d8d74b97e69361736b8daabb6496,98.575724
0x6564f9a855da9e39c27761d1e93a700d2e3adac4,98.575724
0x02e425922d30a959be74daeb40bc562fa819e005,98.575626
0x72e3495950cb2d848a3f1cb5756e173ba6040d2e,98.575382
0xe7595ef52fe29c4671dcda0994bae3f02ca65c32,98.574732
0xd59a47f8886994dc975a4615d19ee278ff0d620d,98.574729
0xb1fbc1adc2b674e4c5cc84759c008b17cb3fe228,98.574729
0xe2d1b3c4807ace55767c1f320c7c052d94b517f6,98.573571
0xf29e1d4b7ce3ee9a7e530db38b0899150f033234,98.572526
0x619ddbafd5997de5171bc1841834304e8b13642d,98.571084
0x3955412cae4bbeda59bbbe65b96ac2242c39bf0a,98.567574
0xd5eaef5badbf6aa3ad547a1bbffabf249747e535,98.517592
0x162fedf48e1f64ed899ad5b9a6b76045720981d5,98.478144
0x1a806215aa020b4aed49b6009e3b8b68670941fa,98.459098
0x58c1f7d3930e360ae284bb0f314e1f5ed359df50,98.384129
0xa6bd0a9534d2b2506aff5526cd4e75c874113fbb,98.380539
0x7199ac8636ffcba1af3d21c10eb8a23c5b4930aa,98.270395
0xd38771bafd5ff5890f7e6ab6761b556f3a384c7c,98.198741
0x5ebc7a6f0ecbc069065fce49b0ed28b5e6dbdaf8,98.164189
0x45f20c8b795c69f482b88a65c812a74fd8e97df3,98.075764
0xd424486b786481950141debeb5ea934f962f3b6e,97.981939
0x0f51b9f5ed75263d23637b7f0a5c7bebb5703212,97.805906
0xc3d9cad1b5233cb4261b27dfcd68bd9af8ff0191,97.769031
0xb4d534018aa7f00d3583c9feb44a652797c8d0bb,97.723664
0xb9b2ade9761e12c123f528c4f18699bdefdd0ec8,97.658947
0xe7657584d6b3a8b2ba51d2739a9978a99e793b2a,97.658189
0x5f4cddbf312f13b8d6f59c6d6c19c4b9a1584bdd,97.626668
0x661c293fc4e109e570bbded8e4b6117de42eaefb,97.626487
0x6fde637aa768a8e5abddc6b5d03f1310cf5de8c0,97.625885
0xbc0df3d8a45b23bd99c765fa4ca03a0ad50e8a30,97.625815
0x08bafb4400a102dddc5e5d584abf0aa38e174c57,97.606640
0x56fd46e8cf1f3c5afeb1afe5bb2f3cbc162eb916,97.603575
0xcadaa055aada68a2c2a5aeacbd808baeabc8504f,97.598787
0xff6789a716cf52a14071cfe8fe3aa2d675394ada,97.598477
0x252691d2294a41aad0b4fe6f3568f23afa94abe8,97.598402
0x241e25c9d15b5e7fb007b5e028c4ce8694893870,97.597966
0xe66c5a4e971177ea77a25ea0ce7e37774850ede8,97.597935
0x7564d17007d78f381d313402a490721e4938329f,97.597627
0xa46eb6c0ebddc3876f6054e8381ab27debd44bc8,97.597618
0xe895c902f784c2900293cd333a2fcf81d9028c73,97.597608
0x451d2b41c935e106db49a0f4ff00fb282cc3e418,97.597598
0xb7afcd59ac36996f4113e77db8b6507770423841,97.597151
0xc8e31b9c808b9b92b8b9b7f1c95895071891ffe9,97.596908
0xa4d43a3f7b44da29e2db714466937df916a3447c,97.596905
0x325def7ca62305754a6f5c6070903a02e59d36ff,97.595746
0xa5409e86c0cbc6b3b4d32724732ae899d87dfd95,97.595492
0x0ba6a0e7587749933c8d303663e2754990da6e65,97.595490
0xaeb79c89bd801348da200c73533908562a1d726e,97.595417
0xe5c0475d102fee6127a5b3239ea072979fdb9d4e,97.593347
0xe910908856dd3bf536ffc1db0eaa6eb56ad9ef34,97.589059
0x2e897431652bb87cf0d8d20a0a137d0c9440d606,97.586427
0x10e19302240fa6b9d7c86a93781157e21f645a96,97.585453
0x018f482eea485c5dc50fb2ae5a1138c621262784,97.575121
0x02482219a0d939dd6e224dcfa0cd7dc45c1296e3,97.571854
0x41ad9f2c4486d816cb7e87bda747a17d0287f67d,97.570953
0xe1cecbd85193fbdd473af7dbcf8132e9a92424f4,97.549753
0xe1d3760b845cf0096c1f4b0f870c562cdf36ee6b,97.534742
0x284fbf22af2b394013c519129b515c1dc4a6c9ec,97.533033
0x356df202746e1fcf34c39a07fecf2be13240dac0,97.529548
0xf4d081ecedd72f7b2091581a8a690e04ad5ff858,97.526073
0x784102c99bb5a077a5ac34fa7e6a95b9509b95e2,97.519637
0x0082dc9791f8b6e519bd728d8b7fc90787093772,97.517331
0xf3edda205799decb1651b22610350fb0c747f457,97.493864
0x4df0df2d3780a192e4ee87cce6156c562904e940,97.492459
0xce596f742dfba0cf4b2f08506f4d506a977f1846,97.482177
0x9291ca18d6324faeb4f7eb46e7ff9322dbab26a9,97.150681
0x8683c14593abf6f7d0be51e8bc77eedf5d67d345,97.027399
0xdd28224881ecd443942528b2fc7ce3d0900cca45,96.917874
0xc83ac6676369412b35caffb823b27f9abfa80f7f,96.538352
0xb90b6715455b1fa62132a08d4d8bee51d0edfa32,96.250297
0x5229ce65ee63aac09bca00ded763408aedf6aeb2,96.185594
0xafcdf2bab628b64d61baf487cb7f965f592928b2,96.071891
0x46ad1f9058e2717ba0c6d2cdae111b8dedb6571f,95.767263
0xd054e860513cd4a0fed4c8eea7d530debbdaacde,95.394831
0xd7109e05dd123c18a9358d290ed69256884d6a5f,95.352375
0x8c5fc43ad00cc53e11f61bece329ddc5e3ea0929,89.898866
0x7b0a2f5807a204161781a44d90e8b6851c475840,89.644534
0xe8a9b606383c49cd5c44a14cc6104f51b9dbc656,89.178974
0x500e5eb0cf12736f237604bb90ee996a24def620,85.726347
0xfd643dc5a99ba4b51b280c6ab0b4f95c33a34b36,81.980243
0x78139ba14466e220a1f784b5283cef848bf7b86f,79.053169
0x2bd8ed321aed43085e5b7813807d8c9d2f4ee8e0,78.078497
0x636e5efa9edd137e1378a2d21de06b80f769f596,78.002712
0x997708dcedaf279deaf0b9176cc470c5ce1fbb7b,72.375399
0x396f71068ce70189496093c064c3fb00bfff3389,70.269492
0x3911bfb7fc06d437ad303e36a3aba17f5c5d84e9,68.317575
0xc1a2c85a2b668b4692e25ddeae91af3806d6313a,67.838060
0x3da9c22e5ac22e3d40fcdd81c1c34945edaeb42b,66.988938
0x9ecbb27832981eef3f78e3720875e4994c8ef9eb,63.437734
0x2ff4cff283274687cf4085360d41d0dfc7121ec4,62.450053
0x08cf777d2fe90d5eff7dcdbdd4381e0ccf95ede3,61.485826
0x5a3aadc425196c9e6c6d8efe4574159c2a15c1b6,59.325218
0x358c02feeda69975ee9f06a5cfe0d598d9e8e3b1,58.658482
0x31d83e70f8523675328d1cc488cdc53e0839b723,58.558163
0x587ac5b5e6524c66b80db52997604aa45ae4f343,58.495111
0xa3b9f0c13601e0f60c6d81e9cc851d8bb6b6fc6a,56.596128
0x220091d243d2cbf705b1bdcc6d729d28b3aaf0dc,56.522626
0x4f5cd9492f22c0245cd9ee2cbb03effba161d2ce,56.157887
0xe9fa3452a567ba5f44d5ee83a8501e7e74532232,55.266442
0x0a17b4a1ce2df4e66b3f12ae6dad233b43780206,54.691741
0x3d6456b33c950caf46b2b0371206fd936b4340f3,54.653622
0xcf6e41158952841d76e993bca60d5d337ee78345,54.645157
0x572978bad7dea1b13c2b146fcdf750c2f364a629,54.412510
0x9f5e3caa3b2a36d2781215ec98386af0e6afd23a,54.054721
0x58f16dcd62753cdca01b4f085d71498bb26320de,53.709114
0x301f300d532738421e0f7ebdf6a7061ffa222f82,53.683235
0xdef9adb9a6468a7a8ac995d79d996ff780fe8f0c,53.678646
0x6481da0c66f388925ba6941654bdb00ed64ef749,53.677496
0xc677d6160c4673b5bb03ae4271fe0ddecb910b7f,53.668710
0x8bec971556f078243e30c292b9b0ce701f75d62c,51.800239
0x08efb031cd55d70aa171f5224dc12eee24bf51e5,51.726336
0x840695c78b69ecb20fc0478dca6536c2c14155a0,51.724406
0x99012c66e8be2b52959b707fa2739e08e2a58359,51.716011
0x0ad4a37bf44ace9fae7f762539e310da660594fe,50.750390
0x89c8c760aa12aa3b6aee65d81e802f449e9d856a,50.750387
0x67756e2f06d3fa61060c103fa07cf8d925f77ad2,50.749586
0xdc1658adc1db53ee7a6bac623da898670c282d09,49.774496
0x43d413b607ec68f75aa1558dd1918a90fcfc310d,49.774421
0x5e75f724ecec3f5983be78d6aad977806ab24514,49.774389
0x333d654fa7a03346e9958fdf7840bd302f587a13,49.774292
0x999e6eba6df962195c40049b40200b31642c8d48,49.774214
0x8610e7e131ecc29b1edc1eef2f7fd6df2b6400f9,49.721912
0x2e97bab47dfb1fd1395be6d86fcd48c19374b79b,49.378691
0xdf3a988e9b168c4aac052cc9ca3ce099223c0de1,49.314560
0x3be9909766f2d5c3bf3e587ff4e53790ba4e40af,49.186397
0x014607f2d6477badd9d74bf2c5d6356e29a9b957,49.175566
0x83980816184b4d783630ac7dd7be62adffaec6d0,49.038826
0x6f630247ec56ec6a2ecd1ed4a3ee58e71928ef86,49.038816
0xe6edecf1d713da46fe2b571c404a21593b9cc861,49.038796
0x34f6ef5a4e63ab79c8d53ad498752191e9355b37,49.038679
0xfed23eed04f6f5d59e88ef64ec0434b8f17e4cb6,49.009528
0x6b9a96c5b84ba20cc54bc40bd88a998ca4462302,48.993354
0x9479e40f3eee4804665449cc64320990b7a8d0db,48.992924
0x48f1d809f8f0dab8ac715a713d33feb8753f2897,48.992605
0x5ab66c39aa2f8c6bd803e56305f6e9de1856b08b,48.992597
0x50740547f9e54654bac7ef31af4ccac8d1f6dc42,48.992595
0x46a8d0a49d7483b4a3f65873d51f268c55ef0532,48.992591
0x1e2bbc6e24b5e6e7c4c907fea4227f353addcc37,48.992586
0x2d360a4f3756917bc8fa650671bc728a7de68f5a,48.992583
0x3306b9ddca0b50a6af4333b4410e272d4057aefc,48.992572
0x4306bc5d5686846b9f64743679d8c173f91fcfde,48.974040
0xafda0bca77fd0bff88c761bca75fea64ea2afad4,48.941438
0xd60b8d278a98e068eaf3508e95cf1b0089961288,48.855946
0x7e645d75422c60a4850419d419e8ba1941e41084,48.813579
0x150f78dd25733e4387f719b75b3eeea6334f61e1,48.799811
0x01119f06f2895eff7d13b7210114102a03269cda,48.799796
0x0ee4e42b1096530f80a589cb13461930704517d0,48.798719
0x6661d3ceaeaf0c210f2bc5aeff519a00c29277ef,48.797938
0x4e7b500ef964ab1f9c0907a4e9e6509413cfc250,48.789725
0x3bf5616a2336bc63a6182c631a98028070c96efb,48.776668
0x8000f1612244223b289bd92f97400b408ca2ca69,48.775083
0x1b49068e39b7d67b93b3af36a2b318eedc46857b,48.680169
0x3336581a28870d343e085beae4cec23f47838899,48.570830
0x837b42c47d602fd63bbeed55a44e7cee16b12002,47.598731
0x794ac8250e6b4b54f97a96e611e94aa1125740c1,47.596895
0x83da8bcac404c2380dcd40752aed81fb3f480346,46.841570
0x7d6d82cd98f456a58f8c84dc4f6d3775ec815895,43.946873
0x670d4460c70415438ef1868b896b86a5b6228192,39.203941
0x5130de2c6742086136471ed1ce19f540095b414d,38.994831
0x0b0bcd11116b4a84e3b9d876f040fc0185a49f36,35.703241
0xe5163c173ce833d006776bd92cb236d9189218c7,34.158892
0xcf69f032dd2df4be2f72710c29c42bc6c3342320,32.367186
0xc9dfeccfe5db59933b760995c11242305b9cbca6,30.566195
0x8ce585138a72b314f7cb699bec0fb32c34f134e4,29.394146
0x6df10868998af36858e9d5c72408623d8d307e55,29.278957
0x190236c3840f258a95fe11e8c45e623dd8174e1e,29.271761
